HGNC ID	Approved symbol	Approved name	Ensembl ID(supplied by Ensembl)
HGNC:15424	OR2W5P	olfactory receptor family 2 subfamily W member 5 pseudogene	ENSG00000203664
HGNC:15072	OR2W6P	olfactory receptor family 2 subfamily W member 6 pseudogene	ENSG00000168126
HGNC:15073	OR2W7P	symbol withdrawn, see [HGNC:15072](/data/gene-symbol-report/#!/hgnc_id/HGNC:15072)	
HGNC:19571	OR2W8P	symbol withdrawn, see [HGNC:15021](/data/gene-symbol-report/#!/hgnc_id/HGNC:15021)	
HGNC:31258	OR2X1P	olfactory receptor family 2 subfamily X member 1 pseudogene	ENSG00000224830
HGNC:14837	OR2Y1	olfactory receptor family 2 subfamily Y member 1	ENSG00000174339
HGNC:15391	OR2Z1	olfactory receptor family 2 subfamily Z member 1	ENSG00000181733
HGNC:15392	OR2Z2	symbol withdrawn, see [HGNC:15391](/data/gene-symbol-report/#!/hgnc_id/HGNC:15391)	
HGNC:8282	OR3A1	olfactory receptor family 3 subfamily A member 1	ENSG00000180090
HGNC:8283	OR3A2	olfactory receptor family 3 subfamily A member 2	ENSG00000221882
HGNC:8284	OR3A3	olfactory receptor family 3 subfamily A member 3	ENSG00000159961
HGNC:8285	OR3A4	symbol withdrawn, see [HGNC:15510](/data/gene-symbol-report/#!/hgnc_id/HGNC:15510)	
HGNC:15510	OR3A4P	olfactory receptor family 3 subfamily A member 4 pseudogene	ENSG00000180068
HGNC:8286	OR3A5P	olfactory receptor family 3 subfamily A member 5 pseudogene	
HGNC:8287	OR3A6	symbol withdrawn, see [HGNC:8284](/data/gene-symbol-report/#!/hgnc_id/HGNC:8284)	
HGNC:8288	OR3A7	symbol withdrawn, see [HGNC:8284](/data/gene-symbol-report/#!/hgnc_id/HGNC:8284)	
HGNC:15065	OR3A8P	symbol withdrawn, see [HGNC:8284](/data/gene-symbol-report/#!/hgnc_id/HGNC:8284)	
HGNC:14839	OR3B1P	olfactory receptor family 3 subfamily B member 1 pseudogene	ENSG00000237619
HGNC:25339	OR3D1P	olfactory receptor family 3 subfamily D member 1 pseudogene	ENSG00000230411
HGNC:8289	OR4A1P	olfactory receptor family 4 subfamily A member 1 pseudogene	ENSG00000254408
HGNC:15159	OR4A2P	olfactory receptor family 4 subfamily A member 2 pseudogene	ENSG00000227547
HGNC:15160	OR4A3P	olfactory receptor family 4 subfamily A member 3 pseudogene	ENSG00000254464
HGNC:15161	OR4A4P	olfactory receptor family 4 subfamily A member 4 pseudogene	ENSG00000254769
HGNC:15162	OR4A5	olfactory receptor family 4 subfamily A member 5	ENSG00000221840
HGNC:15163	OR4A6P	olfactory receptor family 4 subfamily A member 6 pseudogene	ENSG00000255078
HGNC:15164	OR4A7P	olfactory receptor family 4 subfamily A member 7 pseudogene	ENSG00000255349
HGNC:15165	OR4A8	olfactory receptor family 4 subfamily A member 8 (gene/pseudogene)	ENSG00000225997
HGNC:15166	OR4A9P	olfactory receptor family 4 subfamily A member 9 pseudogene	ENSG00000254891
HGNC:15147	OR4A10P	olfactory receptor family 4 subfamily A member 10 pseudogene	ENSG00000255493
HGNC:15148	OR4A11P	olfactory receptor family 4 subfamily A member 11 pseudogene	ENSG00000254663
HGNC:15149	OR4A12P	olfactory receptor family 4 subfamily A member 12 pseudogene	ENSG00000254723
HGNC:15150	OR4A13P	olfactory receptor family 4 subfamily A member 13 pseudogene	ENSG00000181950
HGNC:15151	OR4A14P	olfactory receptor family 4 subfamily A member 14 pseudogene	
HGNC:15152	OR4A15	olfactory receptor family 4 subfamily A member 15	ENSG00000181958
HGNC:15153	OR4A16	olfactory receptor family 4 subfamily A member 16	ENSG00000181961
HGNC:15154	OR4A17P	olfactory receptor family 4 subfamily A member 17 pseudogene	ENSG00000255196
HGNC:15155	OR4A18P	olfactory receptor family 4 subfamily A member 18 pseudogene	ENSG00000254637
HGNC:15156	OR4A19P	olfactory receptor family 4 subfamily A member 19 pseudogene	ENSG00000254940
HGNC:15157	OR4A20P	symbol withdrawn, see [HGNC:8289](/data/gene-symbol-report/#!/hgnc_id/HGNC:8289)	
HGNC:15158	OR4A21P	olfactory receptor family 4 subfamily A member 21 pseudogene	ENSG00000181943
HGNC:19608	OR4A22P	symbol withdrawn, see [HGNC:15154](/data/gene-symbol-report/#!/hgnc_id/HGNC:15154)	
HGNC:19614	OR4A25P	symbol withdrawn, see [HGNC:15147](/data/gene-symbol-report/#!/hgnc_id/HGNC:15147)	
HGNC:31259	OR4A40P	olfactory receptor family 4 subfamily A member 40 pseudogene	ENSG00000254832
HGNC:31260	OR4A41P	olfactory receptor family 4 subfamily A member 41 pseudogene	ENSG00000255297
HGNC:31261	OR4A42P	olfactory receptor family 4 subfamily A member 42 pseudogene	ENSG00000254674
HGNC:31262	OR4A43P	olfactory receptor family 4 subfamily A member 43 pseudogene	ENSG00000255534
HGNC:31263	OR4A44P	olfactory receptor family 4 subfamily A member 44 pseudogene	ENSG00000255053
HGNC:31264	OR4A45P	olfactory receptor family 4 subfamily A member 45 pseudogene	ENSG00000213607
HGNC:31265	OR4A46P	olfactory receptor family 4 subfamily A member 46 pseudogene	ENSG00000255304
HGNC:31266	OR4A47	olfactory receptor family 4 subfamily A member 47	ENSG00000237388
HGNC:31267	OR4A48P	olfactory receptor family 4 subfamily A member 48 pseudogene	ENSG00000255113
HGNC:31268	OR4A49P	olfactory receptor family 4 subfamily A member 49 pseudogene	ENSG00000254472
HGNC:31269	OR4A50P	olfactory receptor family 4 subfamily A member 50 pseudogene	ENSG00000255294
HGNC:8290	OR4B1	olfactory receptor family 4 subfamily B member 1	ENSG00000175619
HGNC:8291	OR4B2P	olfactory receptor family 4 subfamily B member 2 pseudogene	ENSG00000255514
HGNC:8292	OR4C1P	olfactory receptor family 4 subfamily C member 1 pseudogene	ENSG00000254576
HGNC:14696	OR4C2P	olfactory receptor family 4 subfamily C member 2 pseudogene	ENSG00000182565
HGNC:14697	OR4C3	olfactory receptor family 4 subfamily C member 3	ENSG00000176547
HGNC:14700	OR4C4P	olfactory receptor family 4 subfamily C member 4 pseudogene	ENSG00000197161
HGNC:14702	OR4C5	olfactory receptor family 4 subfamily C member 5	ENSG00000176540
HGNC:14743	OR4C6	olfactory receptor family 4 subfamily C member 6	ENSG00000181903
HGNC:14768	OR4C7P	olfactory receptor family 4 subfamily C member 7 pseudogene	ENSG00000255312
HGNC:14778	OR4C8P	symbol withdrawn, see [HGNC:14696](/data/gene-symbol-report/#!/hgnc_id/HGNC:14696)	
HGNC:14796	OR4C9P	olfactory receptor family 4 subfamily C member 9 pseudogene	ENSG00000254925
HGNC:14800	OR4C10P	olfactory receptor family 4 subfamily C member 10 pseudogene	ENSG00000184789
HGNC:15167	OR4C11	olfactory receptor family 4 subfamily C member 11	ENSG00000172188
HGNC:15168	OR4C12	olfactory receptor family 4 subfamily C member 12	ENSG00000221954
HGNC:15169	OR4C13	olfactory receptor family 4 subfamily C member 13	ENSG00000258817
HGNC:15170	OR4C14P	olfactory receptor family 4 subfamily C member 14 pseudogene	ENSG00000233301
HGNC:15171	OR4C15	olfactory receptor family 4 subfamily C member 15	ENSG00000181939
HGNC:15172	OR4C16	olfactory receptor family 4 subfamily C member 16	ENSG00000279514
HGNC:19605	OR4C17P	symbol withdrawn, see [HGNC:14700](/data/gene-symbol-report/#!/hgnc_id/HGNC:14700)	
HGNC:31270	OR4C45	olfactory receptor family 4 subfamily C member 45 (gene/pseudogene)	ENSG00000260811
HGNC:31271	OR4C46	olfactory receptor family 4 subfamily C member 46	ENSG00000185926
HGNC:31272	OR4C48P	olfactory receptor family 4 subfamily C member 48 pseudogene	ENSG00000283605
HGNC:31273	OR4C49P	olfactory receptor family 4 subfamily C member 49 pseudogene	ENSG00000260595
HGNC:31274	OR4C50P	olfactory receptor family 4 subfamily C member 50 pseudogene	ENSG00000237610
HGNC:8293	OR4D1	olfactory receptor family 4 subfamily D member 1	ENSG00000141194
HGNC:8294	OR4D2	olfactory receptor family 4 subfamily D member 2	ENSG00000255713
HGNC:8295	OR4D3	symbol withdrawn, see [HGNC:8293](/data/gene-symbol-report/#!/hgnc_id/HGNC:8293)	
HGNC:14776	OR4D4P	olfactory receptor, family 4, subfamily D, member 4 pseudogene	
HGNC:14852	OR4D5	olfactory receptor family 4 subfamily D member 5	ENSG00000171014
HGNC:15175	OR4D6	olfactory receptor family 4 subfamily D member 6	ENSG00000166884
HGNC:15176	OR4D7P	olfactory receptor family 4 subfamily D member 7 pseudogene	ENSG00000254770
HGNC:15177	OR4D8P	olfactory receptor family 4 subfamily D member 8 pseudogene	ENSG00000204989
HGNC:15178	OR4D9	olfactory receptor family 4 subfamily D member 9	ENSG00000172742
HGNC:15173	OR4D10	olfactory receptor family 4 subfamily D member 10	ENSG00000254466
HGNC:15174	OR4D11	olfactory receptor family 4 subfamily D member 11	ENSG00000176200
HGNC:8296	OR4E1	olfactory receptor family 4 subfamily E member 1	ENSG00000276240
HGNC:8297	OR4E2	olfactory receptor family 4 subfamily E member 2	ENSG00000221977
HGNC:14571	OR4F1	symbol withdrawn, see [HGNC:8298](/data/gene-symbol-report/#!/hgnc_id/HGNC:8298)	
HGNC:8298	OR4F1P	olfactory receptor family 4 subfamily F member 1 pseudogene	ENSG00000220212
HGNC:8299	OR4F2P	olfactory receptor family 4 subfamily F member 2 pseudogene	ENSG00000224777
HGNC:8300	OR4F3	olfactory receptor family 4 subfamily F member 3	ENSG00000230178
HGNC:8301	OR4F4	olfactory receptor family 4 subfamily F member 4	ENSG00000177693
HGNC:14825	OR4F5	olfactory receptor family 4 subfamily F member 5	ENSG00000186092
HGNC:15372	OR4F6	olfactory receptor family 4 subfamily F member 6	ENSG00000184140
HGNC:15089	OR4F7P	olfactory receptor family 4 subfamily F member 7 pseudogene	ENSG00000217874
HGNC:55111	OR4F8BP	olfactory receptor family 4 subfamily F member 8B pseudogene	ENSG00000286255
HGNC:15395	OR4F8P	olfactory receptor family 4 subfamily F member 8 pseudogene	ENSG00000266971
HGNC:15396	OR4F9P	symbol withdrawn, see [HGNC:15395](/data/gene-symbol-report/#!/hgnc_id/HGNC:15395)	
HGNC:15074	OR4F10	symbol withdrawn, see [HGNC:15089](/data/gene-symbol-report/#!/hgnc_id/HGNC:15089)	
HGNC:15380	OR4F11P	symbol withdrawn, see [HGNC:15381](/data/gene-symbol-report/#!/hgnc_id/HGNC:15381)	
HGNC:15075	OR4F12	symbol withdrawn, see [HGNC:15372](/data/gene-symbol-report/#!/hgnc_id/HGNC:15372)	
HGNC:15076	OR4F13P	olfactory receptor family 4 subfamily F member 13 pseudogene	ENSG00000214344
HGNC:15077	OR4F14P	olfactory receptor family 4 subfamily F member 14 pseudogene	ENSG00000232459
HGNC:15078	OR4F15	olfactory receptor family 4 subfamily F member 15	ENSG00000182854
HGNC:15079	OR4F16	olfactory receptor family 4 subfamily F member 16	ENSG00000284662
HGNC:15381	OR4F17	olfactory receptor family 4 subfamily F member 17	ENSG00000176695
HGNC:15393	OR4F18	symbol withdrawn, see [HGNC:15381](/data/gene-symbol-report/#!/hgnc_id/HGNC:15381)	
HGNC:15394	OR4F19	symbol withdrawn, see [HGNC:15381](/data/gene-symbol-report/#!/hgnc_id/HGNC:15381)	
HGNC:19545	OR4F20P	symbol withdrawn, see [HGNC:15395](/data/gene-symbol-report/#!/hgnc_id/HGNC:15395)	
HGNC:19583	OR4F21	olfactory receptor family 4 subfamily F member 21	ENSG00000176269
HGNC:31229	OR4F28P	olfactory receptor family 4 subfamily F member 28 pseudogene	ENSG00000257109
HGNC:31275	OR4F29	olfactory receptor family 4 subfamily F member 29	ENSG00000284733
HGNC:8302	OR4G1P	olfactory receptor family 4 subfamily G member 1 pseudogene	ENSG00000267310
HGNC:8303	OR4G2P	olfactory receptor family 4 subfamily G member 2 pseudogene	ENSG00000183909
HGNC:8304	OR4G3P	olfactory receptor family 4 subfamily G member 3 pseudogene	ENSG00000282137
HGNC:14822	OR4G4P	olfactory receptor family 4 subfamily G member 4 pseudogene	ENSG00000268020
HGNC:15382	OR4G5P	symbol withdrawn, see [HGNC:8304](/data/gene-symbol-report/#!/hgnc_id/HGNC:8304)	
HGNC:15039	OR4G6P	olfactory receptor family 4 subfamily G member 6 pseudogene	ENSG00000275771
HGNC:15397	OR4G7P	symbol withdrawn, see [HGNC:8303](/data/gene-symbol-report/#!/hgnc_id/HGNC:8303)	
HGNC:15398	OR4G8P	symbol withdrawn, see [HGNC:8302](/data/gene-symbol-report/#!/hgnc_id/HGNC:8302)	
HGNC:31276	OR4G11P	olfactory receptor family 4 subfamily G member 11 pseudogene	ENSG00000240361
HGNC:8307	OR4H1P	symbol withdrawn, see [HGNC:8312](/data/gene-symbol-report/#!/hgnc_id/HGNC:8312)	
HGNC:8308	OR4H2P	symbol withdrawn, see [HGNC:8312](/data/gene-symbol-report/#!/hgnc_id/HGNC:8312)	
HGNC:8309	OR4H3P	symbol withdrawn, see [HGNC:8312](/data/gene-symbol-report/#!/hgnc_id/HGNC:8312)	
HGNC:8310	OR4H4P	symbol withdrawn, see [HGNC:8312](/data/gene-symbol-report/#!/hgnc_id/HGNC:8312)	
HGNC:8311	OR4H5P	symbol withdrawn, see [HGNC:8312](/data/gene-symbol-report/#!/hgnc_id/HGNC:8312)	
HGNC:55112	OR4H6BP	olfactory receptor family 4 subfamily H member 6B pseudogene	ENSG00000285116
HGNC:8312	OR4H6P	olfactory receptor family 4 subfamily H member 6 pseudogene	ENSG00000284892
HGNC:8313	OR4H7P	symbol withdrawn, see [HGNC:8312](/data/gene-symbol-report/#!/hgnc_id/HGNC:8312)	
HGNC:8314	OR4H8P	symbol withdrawn, see [HGNC:8312](/data/gene-symbol-report/#!/hgnc_id/HGNC:8312)	
HGNC:8315	OR4H9P	symbol withdrawn, see [HGNC:8312](/data/gene-symbol-report/#!/hgnc_id/HGNC:8312)	
HGNC:8305	OR4H10P	symbol withdrawn, see [HGNC:8312](/data/gene-symbol-report/#!/hgnc_id/HGNC:8312)	
HGNC:8306	OR4H11P	symbol withdrawn, see [HGNC:8312](/data/gene-symbol-report/#!/hgnc_id/HGNC:8312)	
HGNC:19433	OR4H12P	olfactory receptor family 4 subfamily H member 12 pseudogene	ENSG00000176312
HGNC:14726	OR4K1	olfactory receptor family 4 subfamily K member 1	ENSG00000155249
HGNC:14728	OR4K2	olfactory receptor family 4 subfamily K member 2	ENSG00000165762
HGNC:14731	OR4K3	olfactory receptor family 4 subfamily K member 3 (gene/pseudogene)	ENSG00000176290
HGNC:14744	OR4K4P	olfactory receptor family 4 subfamily K member 4 pseudogene	ENSG00000258541
HGNC:14745	OR4K5	olfactory receptor family 4 subfamily K member 5	ENSG00000176281
HGNC:14748	OR4K6P	olfactory receptor family 4 subfamily K member 6 pseudogene	ENSG00000228304
HGNC:14756	OR4K7P	olfactory receptor family 4 subfamily K member 7 pseudogene	ENSG00000265340
HGNC:14787	OR4K8P	olfactory receptor family 4 subfamily K member 8 pseudogene	ENSG00000266693
HGNC:15387	OR4K9P	symbol withdrawn, see [HGNC:14787](/data/gene-symbol-report/#!/hgnc_id/HGNC:14787)	
HGNC:15386	OR4K10P	symbol withdrawn, see [HGNC:14756](/data/gene-symbol-report/#!/hgnc_id/HGNC:14756)	
HGNC:15402	OR4K11P	olfactory receptor family 4 subfamily K member 11 pseudogene	ENSG00000179381
HGNC:15403	OR4K12P	olfactory receptor family 4 subfamily K member 12 pseudogene	ENSG00000218549
HGNC:15351	OR4K13	olfactory receptor family 4 subfamily K member 13	ENSG00000176253
HGNC:15352	OR4K14	olfactory receptor family 4 subfamily K member 14	ENSG00000169484
HGNC:15353	OR4K15	olfactory receptor family 4 subfamily K member 15	ENSG00000169488
HGNC:15354	OR4K16P	olfactory receptor family 4 subfamily K member 16 pseudogene	ENSG00000258822
HGNC:15355	OR4K17	olfactory receptor family 4 subfamily K member 17	ENSG00000176230
HGNC:15356	OR4L1	olfactory receptor family 4 subfamily L member 1	ENSG00000176246
HGNC:15357	OR4L2P	symbol withdrawn, see [HGNC:15356](/data/gene-symbol-report/#!/hgnc_id/HGNC:15356)	
HGNC:14735	OR4M1	olfactory receptor family 4 subfamily M member 1	ENSG00000176299
HGNC:15373	OR4M2	olfactory receptor family 4 subfamily M member 2	ENSG00000274102
HGNC:55109	OR4M2B	olfactory receptor family 4 subfamily M member 2B	ENSG00000182974
HGNC:14740	OR4N1P	olfactory receptor family 4 subfamily N member 1 pseudogene	ENSG00000258564
HGNC:14742	OR4N2	olfactory receptor family 4 subfamily N member 2	ENSG00000176294
HGNC:55116	OR4N3BP	olfactory receptor family 4 subfamily N member 3B pseudogene	ENSG00000279445
HGNC:15374	OR4N3P	olfactory receptor family 4 subfamily N member 3 pseudogene	ENSG00000259435
HGNC:15375	OR4N4	olfactory receptor family 4 subfamily N member 4	ENSG00000183706
HGNC:55110	OR4N4C	olfactory receptor family 4 subfamily N member 4C	ENSG00000279408
HGNC:15358	OR4N5	olfactory receptor family 4 subfamily N member 5	ENSG00000184394
HGNC:14754	OR4P1P	olfactory receptor family 4 subfamily P member 1 pseudogene	ENSG00000188439
HGNC:15425	OR4P2P	olfactory receptor, family 4, subfamily P, member 2 pseudogene	
HGNC:15179	OR4P3P	symbol withdrawn, see [HGNC:15180](/data/gene-symbol-report/#!/hgnc_id/HGNC:15180)	
HGNC:15180	OR4P4	olfactory receptor family 4 subfamily P member 4	ENSG00000181927
HGNC:15376	OR4Q1P	olfactory receptor family 4 subfamily Q member 1 pseudogene	ENSG00000285135
HGNC:15359	OR4Q2	olfactory receptor family 4 subfamily Q member 2 (gene/pseudogene)	ENSG00000196383
HGNC:15426	OR4Q3	olfactory receptor family 4 subfamily Q member 3	ENSG00000182652
HGNC:19432	OR4Q4	symbol withdrawn, see [HGNC:15426](/data/gene-symbol-report/#!/hgnc_id/HGNC:15426)	
HGNC:14798	OR4R1P	olfactory receptor family 4 subfamily R member 1 pseudogene	ENSG00000255215
HGNC:15181	OR4R2P	olfactory receptor family 4 subfamily R member 2 pseudogene	ENSG00000255560
HGNC:15182	OR4R3P	olfactory receptor family 4 subfamily R member 3 pseudogene	ENSG00000254624
HGNC:14705	OR4S1	olfactory receptor family 4 subfamily S member 1	ENSG00000176555
HGNC:15183	OR4S2	olfactory receptor family 4 subfamily S member 2	ENSG00000174982
HGNC:15360	OR4T1P	olfactory receptor family 4 subfamily T member 1 pseudogene	ENSG00000258641
HGNC:15361	OR4U1P	olfactory receptor family 4 subfamily U member 1 pseudogene	ENSG00000258899
HGNC:14736	OR4V1P	olfactory receptor family 4 subfamily V member 1 pseudogene	ENSG00000254841
HGNC:15405	OR4W1P	olfactory receptor family 4 subfamily W member 1 pseudogene	
HGNC:14854	OR4X1	olfactory receptor family 4 subfamily X member 1	ENSG00000176567
HGNC:15184	OR4X2	olfactory receptor family 4 subfamily X member 2	ENSG00000172208
HGNC:31277	OR4X7P	olfactory receptor family 4 subfamily X member 7 pseudogene	ENSG00000255077
HGNC:8319	OR5A1	olfactory receptor family 5 subfamily A member 1	ENSG00000172320
HGNC:15249	OR5A2	olfactory receptor family 5 subfamily A member 2	ENSG00000172324
HGNC:15047	OR5AC1	olfactory receptor family 5 subfamily AC member 1 (gene/pseudogene)	ENSG00000213439
HGNC:15431	OR5AC2	olfactory receptor family 5 subfamily AC member 2	ENSG00000196578
HGNC:31284	OR5AC4P	olfactory receptor family 5 subfamily AC member 4 pseudogene	ENSG00000251090
HGNC:14714	OR5AH1P	olfactory receptor family 5 subfamily AH member 1 pseudogene	ENSG00000268067
HGNC:15250	OR5AK1P	olfactory receptor family 5 subfamily AK member 1 pseudogene	ENSG00000255083
HGNC:15251	OR5AK2	olfactory receptor family 5 subfamily AK member 2	ENSG00000181273
HGNC:15252	OR5AK3P	olfactory receptor family 5 subfamily AK member 3 pseudogene	ENSG00000181282
HGNC:15253	OR5AK4P	olfactory receptor family 5 subfamily AK member 4 pseudogene	ENSG00000283307
HGNC:19550	OR5AK5P	symbol withdrawn, see [HGNC:15250](/data/gene-symbol-report/#!/hgnc_id/HGNC:15250)	
HGNC:14844	OR5AL1	olfactory receptor family 5 subfamily AL member 1 (gene/pseudogene)	ENSG00000272987
HGNC:14850	OR5AL2P	olfactory receptor family 5 subfamily AL member 2 pseudogene	ENSG00000255466
HGNC:15254	OR5AM1P	olfactory receptor family 5 subfamily AM member 1 pseudogene	ENSG00000255172
HGNC:15255	OR5AN1	olfactory receptor family 5 subfamily AN member 1	ENSG00000176495
HGNC:15256	OR5AN2P	olfactory receptor family 5 subfamily AN member 2 pseudogene	ENSG00000235678
HGNC:31285	OR5AO1P	olfactory receptor family 5 subfamily AO member 1 pseudogene	ENSG00000272676
HGNC:15257	OR5AP1P	olfactory receptor family 5 subfamily AP member 1 pseudogene	ENSG00000254795
HGNC:15258	OR5AP2	olfactory receptor family 5 subfamily AP member 2	ENSG00000172464
HGNC:15259	OR5AQ1P	olfactory receptor family 5 subfamily AQ member 1 pseudogene	ENSG00000184741
HGNC:15260	OR5AR1	olfactory receptor family 5 subfamily AR member 1	ENSG00000172459
HGNC:15261	OR5AS1	olfactory receptor family 5 subfamily AS member 1	ENSG00000181785
HGNC:15362	OR5AU1	olfactory receptor family 5 subfamily AU member 1	ENSG00000169327
HGNC:15406	OR5AW1P	olfactory receptor family 5 subfamily AW member 1 pseudogene	ENSG00000229082
HGNC:15262	OR5AZ1P	olfactory receptor family 5 subfamily AZ member 1 pseudogene	ENSG00000180714
HGNC:8322	OR5B1P	olfactory receptor family 5 subfamily B member 1 pseudogene	ENSG00000233499
HGNC:8323	OR5B2	olfactory receptor family 5 subfamily B member 2	ENSG00000172365
HGNC:8324	OR5B3	olfactory receptor family 5 subfamily B member 3	ENSG00000172769
HGNC:8325	OR5B4P	symbol withdrawn, see [HGNC:8320](/data/gene-symbol-report/#!/hgnc_id/HGNC:8320)	
HGNC:8326	OR5B5P	symbol withdrawn, see [HGNC:8322](/data/gene-symbol-report/#!/hgnc_id/HGNC:8322)	
HGNC:8327	OR5B6P	symbol withdrawn, see [HGNC:8322](/data/gene-symbol-report/#!/hgnc_id/HGNC:8322)	
HGNC:8328	OR5B7P	symbol withdrawn, see [HGNC:8322](/data/gene-symbol-report/#!/hgnc_id/HGNC:8322)	
HGNC:8329	OR5B8P	symbol withdrawn, see [HGNC:8322](/data/gene-symbol-report/#!/hgnc_id/HGNC:8322)	
HGNC:8330	OR5B9P	symbol withdrawn, see [HGNC:8322](/data/gene-symbol-report/#!/hgnc_id/HGNC:8322)	
HGNC:8320	OR5B10P	olfactory receptor family 5 subfamily B member 10 pseudogene	ENSG00000255096
HGNC:8321	OR5B11P	symbol withdrawn, see [HGNC:8320](/data/gene-symbol-report/#!/hgnc_id/HGNC:8320)	
HGNC:15432	OR5B12	olfactory receptor family 5 subfamily B member 12	ENSG00000172362
HGNC:15263	OR5B13	symbol withdrawn, see [HGNC:8324](/data/gene-symbol-report/#!/hgnc_id/HGNC:8324)	
HGNC:15264	OR5B14P	symbol withdrawn, see [HGNC:8322](/data/gene-symbol-report/#!/hgnc_id/HGNC:8322)	
HGNC:15265	OR5B15P	olfactory receptor family 5 subfamily B member 15 pseudogene	ENSG00000273408
HGNC:15266	OR5B16	symbol withdrawn, see [HGNC:15432](/data/gene-symbol-report/#!/hgnc_id/HGNC:15432)	
HGNC:15267	OR5B17	olfactory receptor family 5 subfamily B member 17	ENSG00000197786
HGNC:15268	OR5B18P	symbol withdrawn, see [HGNC:8320](/data/gene-symbol-report/#!/hgnc_id/HGNC:8320)	
HGNC:15269	OR5B19P	olfactory receptor family 5 subfamily B member 19 pseudogene	ENSG00000255431
HGNC:19584	OR5B20P	symbol withdrawn, see [HGNC:15267](/data/gene-symbol-report/#!/hgnc_id/HGNC:15267)	
HGNC:19616	OR5B21	olfactory receptor family 5 subfamily B member 21	ENSG00000198283
HGNC:15270	OR5BA1P	olfactory receptor family 5 subfamily BA member 1 pseudogene	ENSG00000255303
HGNC:15271	OR5BB1P	olfactory receptor family 5 subfamily BB member 1 pseudogene	ENSG00000198261
HGNC:15272	OR5BC1P	olfactory receptor family 5 subfamily BC member 1 pseudogene	ENSG00000255218
HGNC:14843	OR5BD1P	olfactory receptor family 5 subfamily BD member 1 pseudogene	ENSG00000254749
HGNC:15273	OR5BE1P	olfactory receptor family 5 subfamily BE member 1 pseudogene	ENSG00000225538
HGNC:15274	OR5BG1P	symbol withdrawn, see [HGNC:15327](/data/gene-symbol-report/#!/hgnc_id/HGNC:15327)	
HGNC:15407	OR5BH1P	olfactory receptor family 5 subfamily BH member 1 pseudogene	ENSG00000242610
HGNC:15433	OR5BH2P	symbol withdrawn, see [HGNC:15407](/data/gene-symbol-report/#!/hgnc_id/HGNC:15407)	
HGNC:15434	OR5BJ1P	olfactory receptor family 5 subfamily BJ member 1 pseudogene	ENSG00000257792
HGNC:14817	OR5BK1P	olfactory receptor family 5 subfamily BK member 1 pseudogene	ENSG00000257763
HGNC:15275	OR5BL1P	olfactory receptor family 5 subfamily BL member 1 pseudogene	ENSG00000272569
HGNC:14835	OR5BM1P	olfactory receptor family 5 subfamily BM member 1 pseudogene	ENSG00000250750
HGNC:15276	OR5BN1P	olfactory receptor family 5 subfamily BN member 1 pseudogene	ENSG00000254848
HGNC:29194	OR5BN2P	olfactory receptor family 5 subfamily BN member 2 pseudogene	ENSG00000255140
HGNC:15277	OR5BP1P	olfactory receptor family 5 subfamily BP member 1 pseudogene	ENSG00000273255
HGNC:15278	OR5BQ1P	olfactory receptor family 5 subfamily BQ member 1 pseudogene	ENSG00000273228
HGNC:19615	OR5BQ2P	symbol withdrawn, see [HGNC:15278](/data/gene-symbol-report/#!/hgnc_id/HGNC:15278)	
HGNC:15279	OR5BR1P	olfactory receptor family 5 subfamily BR member 1 pseudogene	ENSG00000255386
HGNC:19627	OR5BS1P	olfactory receptor family 5 subfamily BS member 1 pseudogene	ENSG00000198678
HGNC:19629	OR5BT1P	olfactory receptor family 5 subfamily BT member 1 pseudogene	ENSG00000258024
HGNC:8331	OR5C1	olfactory receptor family 5 subfamily C member 1	ENSG00000148215
HGNC:15116	OR5C2P	symbol withdrawn, see [HGNC:8331](/data/gene-symbol-report/#!/hgnc_id/HGNC:8331)	
HGNC:8334	OR5D1P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)	
HGNC:8335	OR5D2P	olfactory receptor family 5 subfamily D member 2 pseudogene	ENSG00000254457
HGNC:14590	OR5D3	symbol withdrawn, see [HGNC:8336](/data/gene-symbol-report/#!/hgnc_id/HGNC:8336)	
HGNC:8336	OR5D3P	olfactory receptor family 5 subfamily D member 3 pseudogene	ENSG00000186886
HGNC:8337	OR5D4	symbol withdrawn, see [HGNC:8336](/data/gene-symbol-report/#!/hgnc_id/HGNC:8336)	
HGNC:8338	OR5D5P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)	
HGNC:8339	OR5D6P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)	
HGNC:8340	OR5D7P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)	
HGNC:8341	OR5D8P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)	
HGNC:15435	OR5D10P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)	
HGNC:8332	OR5D11P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)	
HGNC:8333	OR5D12P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)	
